customer_id,customer_segment,account_creation_method,country_code
e9470e7c-d7f6-43b9-a543-3c68f3d39542,Startup,Google,US
5f25d4ec-7f81-4820-9db3-32e882a79dfa,Startup,Google,JP
cb1cf016-4f2f-480c-bd8f-934d65039e03,SMB,Email,BR
d76f5626-6ae5-4254-a499-f869c6e518d7,Startup,Email,US
d04f0e90-438b-42bc-940e-bb3b5fe50935,Midmarket,SSO,ZA
017accc4-10ea-4178-a777-4580b77fae55,Startup,Email,DE
d88784e8-b79a-4223-99a8-86fdbdd5ab45,Enterprise,Google,GB
e43d73c6-c8a6-4692-9c68-8b457fe0e1e5,Midmarket,LinkedIn,FR
082adc2f-8425-427b-9c6a-b594f3850576,Startup,Google,JP
821e884c-09fc-4bc7-aa7a-1b69ecfc6ce5,Startup,Email,IN
849c7842-a823-41ee-9ad9-cdf4f61df14a,Midmarket,Email,CA
cae2d88d-998b-4d7b-983e-a0e1bfc55cdd,SMB,Google,JP
a91a9076-267f-4620-b15a-fe681fcac7eb,SMB,Microsoft,US
6fd85509-4eb6-4cc9-a8f5-be562f7222df,Midmarket,Microsoft,JP
238a9476-53dd-4098-9eb8-3bb2b7e8ad56,Startup,Email,IN
58c68930-f28a-4ab4-81c2-c2b6cd745b6e,Startup,Email,CA
ab478d3c-5731-467b-bb3a-97db1ae9803b,Startup,Microsoft,BR
af63d23c-70c4-4cec-b3a9-e3560e5362fe,Midmarket,LinkedIn,US
11da7884-379b-4186-b97f-46a0c966cc24,SMB,Microsoft,AU
fe5d3065-7d33-40cb-b755-7a55363baf6f,Startup,Email,US
9d12ef77-d305-47d0-b392-ffb6575571d2,Startup,Google,GB
f5e7bdb3-9ec5-4834-8dba-f290bd1e4515,Startup,LinkedIn,AU
f68ff717-d4a7-49a3-98eb-ad278775f25f,Startup,Google,GB
d0a4c244-16b2-42c0-9bcd-bf4031312600,SMB,Email,IN
100b01b2-65c3-44c7-aedc-8f7170ace816,SMB,Email,FR
f5af1a5a-df59-4243-a7cd-1119c03fb684,Midmarket,Google,CA
412eacb4-f1b7-4fdf-a24b-2f8c11f998fd,SMB,Email,DE
add51253-ed0e-497c-b54b-820ed5f5b4b3,Startup,Email,BR
78fd5790-5b43-44f7-bb2a-e250371ca7a8,SMB,SSO,DE
566023a6-e310-4597-9eb8-a2dac50eb195,Midmarket,Email,ZA
7a6d3083-49ae-4263-b7ef-ba30db9ac427,SMB,LinkedIn,ZA
048d5c1a-c504-41ae-a336-6c766c8749ab,Midmarket,Email,IN
a6eacaf3-cbaf-4ad8-8772-7e95e35ee6af,SMB,Google,FR
f3720397-c4ef-4bd6-ab90-06a630d5b06f,SMB,SSO,ZA
0b4b64f4-4402-4e19-858b-15a999d51652,Startup,Email,US
ff129538-4c29-4efd-94ba-b90fbabc6611,Startup,Email,JP
2ed2f7be-59fa-4776-b4bb-aff1fb29e287,Startup,Email,GB
eabe6ff0-de47-434d-b9e0-0a35022937e1,Startup,Email,ZA
46c43338-60f1-41f8-aee6-7902fea31cc9,SMB,LinkedIn,IN
5f34c975-80d5-4bfb-8a89-1aed53faf925,Startup,Microsoft,GB
12dcda0c-04d0-4774-b28f-53fc9de5d239,SMB,Email,US
2e6dd046-bee9-4c7d-99b9-6d80ccfcce27,Midmarket,Email,FR
bd238a8d-ba9e-42a3-b806-b041691485a1,Startup,Email,CA
70606806-8822-4b06-a98b-3e9894240637,Startup,LinkedIn,DE
06e14c79-dab1-4c2d-8e06-c7765109b79f,Midmarket,Email,US
063373c0-5775-493d-bbc3-6a5f178457db,Startup,Google,BR
0542d616-d697-4908-978d-e2d664b3a99a,Startup,Google,AU
9c7ae9b9-990b-410e-b92a-40de8c04b4a6,Startup,Google,IN
d2a8a381-2d7f-4d8d-bf6f-aa588ce51630,Startup,Email,DE
636960a5-404c-4c86-a215-a45709044755,Midmarket,LinkedIn,BR
f7ec2099-880a-4991-b0d0-d51197f9709c,Midmarket,Email,CA
e63df9e7-a3e7-4563-88f8-f3fbf1642bf3,SMB,Email,BR
48dfca2d-97d7-49f7-aecb-7630f66c12ae,Midmarket,Microsoft,FR
5432be53-9a6e-475c-8779-99094d172b1a,Midmarket,LinkedIn,AU
353f433c-b832-42b6-bab7-55cba72b6ee8,Startup,Email,GB
7170f16e-98a1-4ec6-94c4-448e26e48cde,Midmarket,Email,DE
957835e1-be19-483e-9b84-6584bbc62f78,SMB,Email,AU
2a6efdfa-891e-4be0-ae4e-bf9013750869,Midmarket,Email,JP
8d22b7e7-b70b-4ee2-8a02-56e4d2a44750,Midmarket,Email,US
1333e8fa-4dd2-4c79-a6b3-5ec31a495e2f,Startup,Email,JP
b9a93d54-2893-40fc-96e4-bfa5cc28254e,Startup,Email,US
059290f7-7fc0-4fc6-8a86-fc7032bf6f43,Startup,LinkedIn,FR
2adca644-50e1-443b-a0fd-356efd4d679e,Startup,Google,AU
95ffa907-2ad7-4c7d-a5bc-89735890cecc,Midmarket,Google,CA
e33b8b4c-d057-465b-a635-0c14bfffbd40,Midmarket,Email,ZA
dffe76a0-d78f-47f2-acb1-649ba2f2cb4c,Startup,SSO,BR
de26437c-bd44-473c-a34d-c01bee6edd2b,SMB,LinkedIn,ZA
ddc2352e-c2f6-4bac-87d8-4572dba47abb,Startup,LinkedIn,AU
d0647fc1-6fd7-4beb-bc9a-b7c6abba78f2,Startup,LinkedIn,JP
0afbcea7-b475-4161-a361-bc5a42cdb87a,Startup,Microsoft,ZA
6aca5ee3-284f-43ba-ae75-02914ab92290,Startup,Google,IN
f709fc69-b0a8-4875-ac88-36d1b1c6757f,Enterprise,Email,ZA
92e31cb5-273f-46d4-b1de-97503224b403,Startup,Google,US
f92a8219-a65d-403a-a997-6d9d8d4e9859,SMB,LinkedIn,IN
08ec3d01-ffa4-4eea-9f35-43e2f956f0e1,SMB,LinkedIn,DE
80672097-a90f-4465-ab18-ab7c8e2077c6,Startup,Google,ZA
bb12984a-bd1d-4199-a97d-32a60a495b0f,Enterprise,Email,IN
4836b794-26a2-4aa6-8cf4-591e62f36651,Enterprise,Email,AU
fc6b6ed0-507a-473a-af16-a42f5228f87f,Startup,Microsoft,BR
30b798ee-9bff-4805-8c97-2eca908ffc0a,SMB,Google,DE
87a53f2e-7353-4ef2-bab0-9aaece26dad0,Startup,Google,CA
f2671421-00d6-43fa-9566-a90d2fdc5771,Startup,Email,CA
68f1c242-fc2c-4afb-8fe1-9f4829160e37,Startup,Email,FR
68904fcb-0754-44d5-a5f2-09e70b1d950e,SMB,Microsoft,ZA
f54b2fe7-9ab3-47f8-bc55-3ea5866154fb,SMB,Google,BR
88f6f687-0ea8-41e5-b22f-ff099d132868,Startup,LinkedIn,GB
6af54547-8543-48b8-abca-b29ff8284c3c,Startup,Email,IN
2239b1d5-5553-4183-aca3-ad0f431a8019,Midmarket,Google,DE
23e19add-3d1c-4574-8fb6-c3561e3c87ef,Startup,Email,AU
9dc0491c-d941-47d8-8b09-b45d024f5fba,Startup,LinkedIn,ZA
9cf91f3b-5867-43fa-a3bf-c1473abfe6bc,SMB,Email,AU
e71787d5-b9a2-40cd-aeee-e9466cdc5872,Enterprise,Email,GB
3009a7e3-694e-49d6-b1ed-2f1d653dfe3a,Startup,Google,FR
dfbf12d2-b413-4728-bf30-63ee0fef6215,SMB,Microsoft,GB
792b393a-5211-4650-aa0a-18abd18eb88a,Midmarket,Email,US
7b37c22b-0bf9-4a2d-8f1b-517a260a1a24,Startup,LinkedIn,JP
bfceb5f1-59e1-4623-a6bb-61b9d7fc89c5,SMB,Email,DE
771b4da7-6399-4d5d-8558-e6d6115cb65a,Startup,Email,JP
b21fc6be-b346-4231-83ce-d392fa642ff2,SMB,Email,GB
bc395057-0dba-48f8-b47a-24e3f3a05118,SMB,Email,FR
d3aa9e53-fbcb-4cfd-90ff-7fc796e68989,SMB,Google,FR
24a668ad-f623-4c72-befa-c0dfa9e8c328,Startup,Email,CA
4eebbbba-6687-4bb3-9c59-8ac94268822c,Midmarket,Email,ZA
b4bd8461-8dfe-450a-8e16-eadef6a94182,Startup,Microsoft,CA
f66865f7-a5a9-4b9b-991c-55c901f979fc,Startup,Email,DE
d3e3bdbf-070a-4846-858f-a0bec43fb1fa,Startup,LinkedIn,DE
65632158-cb01-402c-88dd-8b2d92ab7887,SMB,Email,DE
a07b7b82-567a-41d4-b03a-c965b7cb0ac1,SMB,Google,AU
5fe33dfb-4e70-441a-b461-48997e655d84,Startup,Email,CA
96d26168-2828-44e7-be6d-bf3467a7a0e5,SMB,Email,AU
888b19fc-5edf-4372-b05e-030fee186cf2,Startup,Email,JP
6314c8b4-fd9a-4018-9fb9-eaa4b156edcd,SMB,Email,ZA
dbb869a1-3423-4d2e-9f58-fd5c14fd2c0b,Startup,Email,GB
a0515dce-8485-4c3d-a206-b5e213e1248c,SMB,Google,IN
f4854d51-3c41-477a-a121-b88011c6d09d,Startup,Microsoft,CA
3e4e1545-9377-42b0-a871-e7d91f6c9622,Enterprise,LinkedIn,IN
b331ce44-3cf3-4c4c-84f4-45432156f672,Startup,Google,FR
9b32cb06-3c28-490f-80b7-730c3c92b701,Startup,Email,CA
959c83fe-ad2b-42c0-bd2a-f99efd64a29b,Startup,Email,JP
3d3526a6-f649-4722-9c72-277dfc8c18b3,Midmarket,Email,CA
8a5ed80f-2d02-42b9-8889-e50601d352b0,Midmarket,Email,AU
83bf8abe-8e1f-454d-99f2-13a804d7cc19,Startup,Google,ZA
856d4915-c272-4304-8ea8-e162115d8d2d,SMB,Google,GB
bb08767f-6d91-4cb1-9854-ef50e0772ace,Midmarket,Email,BR
86586f0c-b25c-43b0-8096-ad86dfefa735,SMB,Email,GB
2bc22212-7f66-4953-8154-ff5f14301260,SMB,LinkedIn,GB
92c2afcb-2eba-4dd6-9b5e-976e4997ea6a,Startup,LinkedIn,FR
97d23e0a-56e2-43b3-974e-d7c9c0206c99,Startup,Email,JP
1bdd7335-8b06-42fe-a103-083c00e0e2df,Midmarket,Microsoft,IN
6b6bba8b-ac66-4019-8121-3162cd54c18f,Midmarket,SSO,JP
8fe4d712-4707-4913-bd9f-7fb0d3f0d42c,SMB,Email,BR
e621464b-e15f-46a9-b1f8-872621de6d70,Startup,Email,FR
ed413501-fd8e-45c1-a5a9-748a4ab4d34a,Startup,Google,ZA
90c90392-6fb6-42c7-9969-e1b8339f8490,SMB,Microsoft,GB
6561ae58-5b2b-4c23-a0bd-108242c55708,Midmarket,Microsoft,AU
d1b7e368-977f-45db-b5ec-5138a45e06f8,Midmarket,Email,FR
45de3951-a473-43e2-bd5c-810489a27240,Midmarket,Email,DE
1621a959-1c49-4edc-9c01-b6648f5b13ab,SMB,Google,CA
218e5973-c74f-4ecc-bc61-3840752f089f,Startup,Google,JP
4cf3b4ed-9c62-4673-9529-a9cb635838d7,Startup,Email,FR
42e6a358-c198-4163-8376-4ca283684fb4,Midmarket,Microsoft,DE
dceab962-2f57-4d63-8677-34afcd623c18,SMB,Google,IN
6ca8e0b5-a391-4c56-a68c-e5ce92e799bf,Startup,LinkedIn,BR
86a61da0-db34-4db3-83a4-a737be938294,Startup,Microsoft,BR
624e6c52-cd51-4bae-8ff5-1158c733535c,SMB,LinkedIn,GB
49119b9c-b729-4930-a48d-5d0208e7727d,Startup,Email,GB
9c3a6da2-f5d9-43df-9375-ef339ce152a7,Startup,Google,FR
36f3147b-e71d-4cf1-bbb9-3440245542e6,SMB,Email,FR
bcbaa77c-d8b5-4f7b-bbea-2736974a425a,SMB,Google,ZA
e86fa963-e7ce-4205-b965-9ebaa4712357,SMB,Email,CA
5e6e6ed3-5bdc-4195-bd13-05a0ad41ebd9,Startup,Google,US
d9af8736-e7ec-4b98-b0a7-4b2bb10437d8,SMB,Email,IN
242a9bc3-00bd-4284-b180-a2dd9706c566,Startup,Email,GB
80d7428e-6de8-4982-a71b-44b5bdbf9508,Startup,Email,US
69750ca6-3094-4b3e-97fc-f07de6d440f2,SMB,Email,US
dd0936a0-4800-4512-81d8-01df7868cbd2,SMB,LinkedIn,CA
374b0b8b-1403-490f-9d67-5ba42bc000d8,Midmarket,LinkedIn,AU
0d0e8c39-3186-4b43-929c-e001120051f3,SMB,Google,AU
56514a15-c83c-46a3-8df8-73ee5549c8ed,SMB,Email,GB
ecff2c38-6d76-4aaa-8ee6-449d45e3c089,Startup,Email,DE
7c9ec7e0-1078-40d1-bfc6-252bfb2841c4,Startup,Email,CA
f56ea6ff-5c8c-48ca-a78b-c47bfbbf2b46,Startup,Email,CA
dfebe4d0-6920-4a2b-8deb-6915ff16d393,Startup,Microsoft,JP
4cf9384f-e6d0-41d9-b5b6-b91cc209073e,Enterprise,Email,US
b67730ed-73cd-493d-a114-113633deb15b,Startup,Email,JP
6d25802a-f7b9-4601-811f-82545d2ecab8,Midmarket,Email,US
677c6b74-6e97-4a8b-89c2-b8eef27b3110,SMB,Email,AU
bf17aa11-9aca-407f-b6a4-38a0380fa6a5,Midmarket,Google,GB
c409b93e-04a0-4508-9f7a-dabf9a7e6203,SMB,Google,IN
4d045a63-3223-4978-9774-ee00d7523dab,SMB,Email,AU
81ad3917-e203-4610-ad2a-1da1b7c266d4,SMB,Email,CA
ae8fac13-14c3-4fc9-8fc9-e5131b01eeeb,Startup,Email,IN
bf30ec97-b3f3-49d5-9a92-e4d25253e09b,SMB,Email,FR
21192754-ef9c-49d4-b42b-ce1dd12fe2eb,Startup,Email,IN
b6f9794c-3cae-4551-8ec8-a6ce69f7d8e3,Startup,SSO,IN
5e6fa3c8-7a53-463d-8afe-407f33a839fe,SMB,Google,AU
351dab63-a252-49a6-9650-cfa597471099,Startup,Google,CA
f42d7966-787d-4462-8e63-3ce351060353,Enterprise,Email,IN
7351c4c1-3e7f-4d94-b396-b4eab1af5438,Enterprise,Email,AU
7a9b8e62-0781-4e91-aea2-328663005a11,Midmarket,Google,AU
ad307807-3b2e-4de7-b8b7-dae3486bb8bc,Startup,Google,IN
9986ff8c-298c-4e68-9b7a-8b3a2295c4ba,Startup,LinkedIn,US
cf347aa5-200d-4617-8af6-d427d72bd986,Midmarket,Email,CA
dadd06d1-3c6b-4172-b647-ea7f13542fc2,Startup,Google,BR
c525730c-1ad7-405c-ad92-c5bcca1da250,Enterprise,Email,IN
e001a3fa-5137-4259-83c8-baa4227a3f58,Enterprise,Microsoft,JP
ddcc8b2f-0f53-4089-8811-310044896e64,Midmarket,Google,JP
d9cf2048-38a4-481e-a3fc-699ae8f06476,Startup,Google,FR
c3b03ba6-d2f4-4a9a-9e4e-41b4c8540be0,Startup,Email,CA
e22c012f-dcbd-4352-8a62-b40c87b49fe5,Midmarket,Google,AU
1cf4495b-232a-40b0-b311-262246446cd6,Startup,Email,ZA
05e1f1f1-ca7f-4de1-b0ef-88a0215266a9,Startup,Email,GB
55717348-482c-4b8b-b4b5-c0e4fe7c8773,SMB,Email,DE
6c0d17c7-b0db-4e36-87cd-d463f4bda01a,Enterprise,Google,ZA
a8041df8-47f4-4961-bb95-77802b196b76,SMB,Email,CA
740d42eb-0912-4008-82d1-068513769662,SMB,Email,CA
4e284668-10cb-407e-a4ad-3e2911a17a86,Startup,Microsoft,IN
85fb18cc-2acf-41fc-942a-b965e3c9b8fa,SMB,Email,IN
74b8fc37-72f2-4146-923c-c072624187cb,Enterprise,Google,ZA
2312215a-e352-498d-bddc-3b8bf722ba11,Startup,Email,AU
1ead40a6-bce4-4590-9bf9-05c9a772c9b9,SMB,Email,FR
9efc7769-b2ce-4054-9066-cfda3f7a43a5,Midmarket,LinkedIn,IN
abaa5d66-1fd6-4147-a566-17fceaf9050c,SMB,Email,DE
d83f8738-07d4-45ca-94d5-413ae44fc8b7,SMB,Email,DE
a0dd2835-c640-4e4b-a466-cbc6f55970b0,SMB,Google,FR
7f4a32e1-77d6-4111-b894-a4795eb6d488,Startup,Google,US
358baebe-a9d3-4f3d-ac9a-c490bab94ed6,Startup,Google,US
ceb287a6-b140-4d2c-8b5e-d2b1f7e1fbf7,Midmarket,Email,CA
f052755c-3e36-465d-baed-025928b74627,Midmarket,Email,IN
1afa57c8-6ccc-4995-96fc-8b7eb1737b4a,Midmarket,LinkedIn,JP
4edf5183-c48e-4861-a10f-4066b00c600a,Midmarket,Google,ZA
fbbc7eea-bcb3-43ce-b68f-074f797c5b8b,SMB,LinkedIn,BR
58da620d-ec47-4a25-80bf-65a8c984ae73,SMB,LinkedIn,FR
9d6e1794-85d4-44dc-9ed0-33e131b81252,Midmarket,LinkedIn,CA
0c5a7fb7-da56-4a78-9c93-1196070cc657,SMB,Email,JP
6ffed02c-fca0-4e7b-b6e9-f29911f743d3,SMB,Email,IN
bc414da1-556e-4643-a981-02fb76b31a86,Midmarket,LinkedIn,JP
1c2aaf85-ce93-476a-995a-fa4b488c9698,Midmarket,Email,JP
df5c8ff5-a246-498c-a68c-3e8b7f74fde5,Startup,Email,FR
e7a41f83-ceba-4ab8-aee3-f0bf71101b25,Startup,Microsoft,CA
562ba5de-bb2b-49b3-b6bd-382cfe80755d,Startup,Microsoft,AU
f19dbecc-7545-454e-a321-1d07a8a41c08,SMB,Email,DE
7f60f5b6-058b-4d3b-84bf-22ffb1249f77,Startup,Email,ZA
fe47bb39-eccf-487e-95d5-e8da980f9fdf,SMB,Email,CA
7c1a9fbe-5294-45d4-8b5b-9cdd73737da5,SMB,LinkedIn,BR
bf43b230-bb4d-41ea-83bd-8ff1ee9a3406,Startup,Microsoft,JP
c8fa141d-f4ed-4271-959e-e403bd4d2108,SMB,Email,AU
dd41a3be-5b71-47b5-978d-c1d512979d3e,Startup,Email,FR
ed1ed24d-83f2-4f43-a68a-5016fd4220ab,Startup,Microsoft,GB
c7947856-c05b-49a4-87fe-a1403a62ce5b,Midmarket,Email,ZA
b1bed556-9c29-4b05-9199-0b5d316789d0,Startup,Google,ZA
44bbcdb4-f63b-48bb-8665-50393c875b49,Startup,SSO,DE
b68dbedd-e6a8-4277-abb2-18aadb6ed427,SMB,Email,GB
419ab907-6b8a-4a4a-94ea-640f62f73214,Midmarket,Google,IN
2e4ab795-73f8-40f6-907e-fbb94c322b02,Startup,Email,GB
77bd5fd2-74c2-4f84-98f9-22819ea1bdd9,SMB,Email,JP
75796d72-1dbd-4c41-9e56-e53ebd9a6cc9,Startup,LinkedIn,JP
7fd2cd52-672a-4794-bd23-e90a24a3becc,Startup,Email,JP
aead5c43-2781-41b2-9839-c1b4250b93b7,SMB,SSO,JP
3024e56f-960d-4fdc-b000-65dd61740f03,SMB,Google,CA
dc80bc28-5a4a-47a7-87a7-9a2b835903e0,SMB,Email,ZA
863b22d3-d79a-417e-a845-29566bd2b824,SMB,Email,GB
fac91c5b-548a-48ec-879b-de4f9c010569,Enterprise,Email,ZA
2ec60dcb-2aa6-4e98-89b0-03d348260697,SMB,Email,BR
d46e1e73-9c0e-416a-b444-62ff8ef31644,Startup,Email,GB
c2055e40-8f43-46ac-8b7c-9c3c448fb98b,Midmarket,Email,CA
9f230a6d-cfd4-425a-b7c1-def5ba3724cd,Startup,Email,BR
de7e02d1-5946-4676-9acf-959244649288,Startup,LinkedIn,ZA
0d6272c3-9678-4dee-abe6-504c81c79190,Startup,Google,BR
7f6f0993-aaa4-462a-ac39-c3d102e806ab,Startup,LinkedIn,DE
7472c9b6-721c-4ffb-a969-e9790dc70afc,Enterprise,Email,BR
25e6c95b-d95c-465d-957e-f56a652a3938,Midmarket,Email,GB
853e27e7-7b08-4cab-a0a6-96882e4ba468,SMB,Google,JP
22abf8d7-d1ba-44b5-8a53-78c5140101c2,Startup,Email,JP
7ebfca0c-c35a-4038-8761-a0ae7a6db304,Startup,Email,IN
24f7d4fc-9ca2-4ddd-93e0-0149c0ae9568,Startup,LinkedIn,ZA
92f8e4f2-eade-4f7c-8146-f1cf58922e6d,Startup,LinkedIn,DE
1a1b2e26-9fc8-4474-8896-f1b8f5b1dce2,SMB,Google,GB
712040a7-a62b-4d5c-8c69-3274760d456f,SMB,Email,GB
2746f17d-ec08-4ce0-968c-0d6b158b1baa,SMB,LinkedIn,FR
88c3b2ec-139f-45ef-9f3c-9ec802a5c9a8,Startup,Google,US
45685529-ce48-43ba-a846-e808962c52fa,Enterprise,LinkedIn,ZA
1f8098c1-d671-44af-b3d0-dd2feb9438b4,SMB,LinkedIn,GB
cad670f4-1613-4a96-af91-794177f02d76,SMB,LinkedIn,AU
0e580753-460e-4501-aa19-c9b95fc9f05d,SMB,Google,GB
7a6a3f36-e496-4703-9a86-8c0ef7052dfd,Startup,Email,FR
5a235e4d-2c40-4209-b8b5-92e03b5dd39a,Startup,Google,BR
c905ae0f-5ee6-44bc-be0b-79b6c4360244,Startup,Google,CA
6ee6dfd8-2a2b-44e8-be73-a2ed9ffe959f,Midmarket,LinkedIn,CA
a1d2653e-fd96-4533-b7bd-9a1c39466da7,Startup,Email,AU
5e2111e9-b438-49f9-9b86-d7fd67c73089,Startup,Email,AU
3728c9fe-6315-49c6-817c-56c413b8adfe,Startup,Microsoft,IN
65416b28-05f1-4ea2-a2ca-591002592543,Startup,LinkedIn,CA
66f3762f-151a-4192-b3d4-58e6cccd0731,Midmarket,Microsoft,BR
4291501d-8ae0-4d3b-a8f4-32b6fbd579cb,SMB,LinkedIn,CA
2f5094d7-0c33-4252-bef3-fab0d4252251,SMB,Google,US
5b58f3bd-039a-4a89-9a2a-e269da9e5732,Startup,Google,ZA
9b6488c5-1342-45ec-8453-20c192f17ed5,SMB,Microsoft,CA
b66cd645-7478-4a12-a1d0-1da791e2859a,SMB,Google,JP
3f294ff1-9c4c-492a-937e-462cde21f4f3,Startup,Google,IN
546a26d5-5792-47c8-af15-539215c30387,Startup,Email,FR
91baf609-d49e-4c27-a3f7-4249028b89ac,Startup,Email,AU
a2fcd9a5-704b-4dc6-b78c-bde6fa01784b,SMB,LinkedIn,US
3e212be9-977b-46cb-9854-529a225a7136,SMB,Email,AU
cfac61fd-a1c7-46fe-b088-35dd468958aa,Startup,Email,IN
c59eb5cc-c817-4f67-bb53-9cebed5a8af7,Startup,Email,GB
8e49f558-6ea1-45e7-a53e-0014dacc1ba7,SMB,Email,US
768c70f8-1b4b-4583-81d6-53ccb94b10c5,SMB,Email,DE
0c561812-579a-4f5d-8416-f9e1f793bab4,Midmarket,Email,US
8d3e3333-56d9-4d18-8626-8b08d746ace6,SMB,Microsoft,IN
bffe59c6-739d-4b4f-be12-bf512d003a2a,Startup,Google,FR
0be8b89f-4faf-4067-9951-ce17b455391b,Startup,Email,US
2faaed3b-0999-4dc8-949b-4a244abe98b0,SMB,Email,IN
5f1e8a80-d7f8-42b3-9165-c759de775c84,Startup,Google,BR
8ab78818-dc81-490e-81c5-21298e88f705,SMB,Email,ZA
8093594d-10c7-4138-9c48-2f353338d83d,Enterprise,LinkedIn,CA
9c6a538c-8e40-4e0f-ba77-c04924e39653,SMB,Google,BR
5c422ac3-aa53-42b0-9a04-f16fabc78a63,Startup,LinkedIn,IN
947948a6-a0af-4630-a699-2eae6a2046b9,SMB,Email,JP
