order_id,customer_id,product_id,purchase_ts,country_code,usd_price,order_status,payment_method,subscription_type
98a40333-4cd9-4b8b-954e-c98ce5cefeab,11a058e8-fb1d-42f3-9d7a-06ae04b58151,2,2025-07-16,BR,342.36,Completed,Credit Card,Annual
1577c37d-2ba1-4cc7-b43c-387a3bff57d9,4f7e9c98-2069-48ff-bc76-26a83a54ec94,4,2023-10-13,US,100.19,Completed,PayPal,Monthly
4f03958b-e8a7-4447-8709-7d336aaa21bc,e44206d0-4640-49f5-924a-71fced3980aa,8,2023-09-06,CA,2855.65,Completed,PayPal,Annual
d81e6820-9ccb-4002-bb02-528348dac143,99ac126c-c4a2-4b4e-9a33-00fa7f600c98,2,2024-11-05,US,458.87,Completed,ACH,Annual
fc535708-8142-45e9-bf8f-e9cd509330c4,ddf63728-1dea-4df7-a7af-ec5a7a26c839,1,2024-11-20,JP,36.47,Completed,Credit Card,Monthly
f53fee36-b5fe-4836-a460-8ec213610c44,b44dfb73-7681-47c0-ab6f-12fe3696406f,6,2025-03-30,FR,138.91,Completed,PayPal,Monthly
04dc2737-1e79-4813-a372-8b9030c66717,29d77038-45c8-4c42-bab2-36039eb21c57,8,2023-05-24,AU,2318.24,Completed,ACH,Annual
5c0549fd-a444-4a7e-a915-cf1d2487921b,e661ed1d-bccc-404a-8d34-224321b341a7,2,2024-03-29,AU,66.92,Completed,Credit Card,Monthly
53a01e7e-66b4-46f0-b198-fbb663665e76,403115bf-9c21-4509-9813-dc40af19d720,1,2025-09-19,GB,25.09,Completed,PayPal,Monthly
0d8aaf23-d817-46cb-9d48-26a5ab0ddaec,8201105c-f32a-4da2-a6f2-20c141c3073f,8,2024-05-07,BR,2009.88,Completed,Credit Card,Annual
9e61b4ee-afc7-4141-a487-2f238e3800db,4ea94234-17e8-48af-9cac-8e4bef04360a,7,2023-01-03,BR,1633.47,Completed,ACH,Annual
546da655-1e82-47ed-a82d-3f1a0efda9a0,433df045-ceea-4d02-8105-49ccff690529,7,2024-12-14,ZA,1611.99,Completed,PayPal,Annual
0083c8e5-2670-49a1-bbbd-2fcb003ef5b8,43fd8902-3789-4a3c-ab90-d302b43a39a7,5,2023-08-11,AU,220.24,Completed,Wire Transfer,Monthly
9109ced4-c1a5-4424-bfae-5b30c00e9d79,ae8fac13-14c3-4fc9-8fc9-e5131b01eeeb,1,2024-08-21,IN,32.88,Completed,Credit Card,Monthly
98de39ef-e595-4540-b041-36d7f78c4baf,f6a94976-9eb7-45d5-86aa-52c43273a45c,2,2025-05-21,GB,45.57,Completed,PayPal,Monthly
c6ba8227-21d7-4f83-a215-067942b241b8,2bc97436-88e8-4140-b685-0a426c41f78d,2,2025-08-22,DE,69.74,Completed,Credit Card,Monthly
7e74ac9e-ec25-47c9-bf23-f9f8c457ac08,319720d8-4c69-4fcb-bc15-b4bc01c33d78,2,2024-03-05,AU,524.86,Completed,Wire Transfer,Annual
5b4651e7-09bf-46a9-ba1f-380cea466778,aaf7b46a-c32c-479a-8cca-05491ad21478,6,2023-09-02,DE,97.61,Completed,Wire Transfer,Monthly
aa13f444-e66a-4acd-83a8-d4534f224902,32bfc7fd-58c5-4db8-b652-c72edc6b84a3,6,2025-08-09,JP,131.3,Completed,Credit Card,Monthly
a5f9dd91-b3de-458c-8943-c8f068a515b6,30a654e8-d222-4619-b1e9-594e8737354e,2,2023-03-17,IN,489.95,Completed,PayPal,Annual
51cdde77-9afe-4741-9242-160d72241648,0b421279-5769-4b96-ad37-7c7806093d62,2,2025-06-19,FR,404.42,Completed,PayPal,Annual
64b43cbe-c705-4324-bf2f-6498bd3faa81,632977c5-7bf6-43a2-a315-5fefdc6b6f3c,5,2024-09-18,DE,221.82,Completed,Wire Transfer,Monthly
623f33a4-c0ea-43e4-9f21-3e75bbddd8c8,005c178e-8118-4aa0-9d13-0c0e1ebe925e,2,2025-08-19,GB,589.22,Completed,Credit Card,Annual
ee2d0fc0-34fd-42cb-b608-7be3bf1aa887,d1c08bed-f8a8-4459-8bf7-8690320af018,3,2023-10-06,ZA,198.45,Refunded,Wire Transfer,Monthly
e437c513-0bf7-44a7-82ae-c51d9a9ac11c,c8af4ef9-90f7-4a55-8d9c-a440d3d7d3c1,5,2024-06-01,GB,170.15,Completed,Credit Card,Monthly
2e83e47d-08cf-4053-bbf1-10a5544f98e3,e2ddb46e-9e15-4667-9852-413e9cf583a2,7,2025-04-29,DE,128.18,Completed,Wire Transfer,Monthly
20cabf68-bab9-46f6-bde4-8db00026fa2e,f6d90e5c-a9b4-4f88-966f-af61f243b24f,5,2023-06-15,AU,1670.34,Completed,Credit Card,Annual
bb70509e-96c0-4714-97a1-fafa6f322aa9,b1181766-679d-4254-bbf4-ed885e80cd04,2,2025-08-25,US,69.49,Refunded,Credit Card,Monthly
d6124672-9518-4fc6-a7b2-4a93757d056a,af923f54-0ca7-4ec0-a4c9-24fe96aa752b,3,2024-03-16,BR,1504.1,Completed,Wire Transfer,Annual
f688d6e0-d0e2-47de-95b7-9e1156f4fe6a,d3aa9e53-fbcb-4cfd-90ff-7fc796e68989,6,2023-08-04,FR,126.47,Completed,Wire Transfer,Monthly
f25b0963-376e-4f71-9ec4-4fb8db460b5f,4a506fd9-dc16-4ed5-8198-180b37ea5034,7,2025-09-24,GB,159.25,Completed,PayPal,Monthly
748b3c92-03e9-45eb-a6ef-01934fc21bb0,5ec89b6d-703a-4688-a47e-6dc64a2f5e92,3,2025-06-21,CA,216.63,Completed,Wire Transfer,Monthly
7b2eb6a6-77ce-459c-bf03-1c541043ef80,0ed2be54-8610-44dd-a830-4e469dca7501,4,2023-10-01,DE,72.0,Completed,ACH,Monthly
141f7cc2-69e3-4481-9b0e-b65ddeac513e,7b37c22b-0bf9-4a2d-8f1b-517a260a1a24,8,2023-08-16,JP,1988.88,Completed,Wire Transfer,Annual
a6f3ae10-d5c3-49c8-a04c-d71b4a0522d8,931d9fb9-1171-4888-8d76-f7fb52509451,4,2023-08-17,BR,64.51,Completed,ACH,Monthly
c82b6c4b-5e9c-46ae-95da-4285ebf2d24c,ff353768-9446-4406-9c57-1dd8a76af59c,5,2025-06-04,DE,1074.74,Completed,Wire Transfer,Annual
0d8ce2fa-cbba-4b7d-a4af-eb8cce0fa276,4716d27f-b961-4f34-88c2-ceb8bfab03a2,7,2024-11-26,CA,1630.28,Completed,Credit Card,Annual
f02b0a0f-323b-4312-a865-fd50d1f03f11,e2e02294-46d7-4ba4-8041-d2ec97b47aaa,5,2023-07-02,BR,1527.92,Completed,Credit Card,Annual
b13c7984-45ed-4e54-84e5-0a22ecef2510,d5b9f615-9ebb-4ac1-81be-e6e3d68883f1,7,2023-12-20,ZA,1436.39,Completed,ACH,Annual
0be9092f-2d05-44e6-9c38-fa50941ff912,a2fb7241-41bb-44fa-90c1-a028d8795f25,2,2024-01-30,CA,70.05,Completed,Wire Transfer,Monthly
d3b435f0-17dd-4e60-9fc8-062d863789ec,959c83fe-ad2b-42c0-bd2a-f99efd64a29b,7,2023-01-02,JP,150.15,Completed,Wire Transfer,Monthly
4e3ba54c-0705-42a9-9f5c-26c130665634,64fb8064-5914-40c6-8e0e-c9edf1d1f64c,2,2025-08-29,ZA,526.86,Completed,Wire Transfer,Annual
f534c0dd-b796-452e-a5bd-8257a6037074,005c178e-8118-4aa0-9d13-0c0e1ebe925e,2,2025-01-07,GB,595.61,Completed,ACH,Annual
a55013d0-d9ac-4def-81fe-990e2615042c,e4eb6832-4356-4646-afb6-cffb21475217,7,2024-12-14,US,129.9,Completed,PayPal,Monthly
37136724-0553-4c40-a196-e264a152f3a4,8c1b69b6-909c-42bc-a92c-4eecc2045e49,7,2024-11-24,ZA,170.76,Completed,Wire Transfer,Monthly
010a74f4-3f34-48ce-b8cf-e6db78f1e861,459e003e-14c1-4a6a-81b7-23d32acab9d5,1,2023-11-08,GB,246.71,Completed,Wire Transfer,Annual
2df8fef2-a732-47d2-8751-abd93a0ffcea,1ad4592b-5702-48d2-88c6-32011a6e54d6,8,2024-03-28,CA,2694.18,Completed,PayPal,Annual
b7f1651d-38cf-4935-a537-13eb9f2e3b7d,5080584f-40ae-44c3-b703-05510709adfa,2,2023-10-18,US,483.48,Completed,Credit Card,Annual
d19cec95-3313-416d-95e1-9f22298255e2,08c3f922-523d-4a81-a7b9-0bf195811de5,5,2023-08-19,BR,203.32,Completed,Credit Card,Monthly
e0a2e4ca-432c-450e-906e-d5ca056d9212,92c2afcb-2eba-4dd6-9b5e-976e4997ea6a,4,2024-05-01,FR,97.0,Completed,ACH,Monthly
3c35db90-3d57-4f46-82e7-90e2cb97450c,897c1b33-9344-4472-b347-21db40ec17b9,4,2025-01-05,ZA,864.52,Completed,ACH,Annual
f2d93518-25e4-49cf-bb60-18e183621aec,233f02cb-d4b8-479a-9bce-01237002fca2,3,2024-11-02,CA,254.99,Completed,ACH,Monthly
1bde6436-e3a9-4a48-b129-f8d0171a111b,aa63871e-4503-4446-a884-5f7f0b19a769,3,2025-04-03,DE,2487.48,Completed,Credit Card,Annual
f91b01a3-f238-449d-9e3c-105b90c975d7,2eb943e3-99eb-4def-83c4-e789cccd2243,4,2025-07-28,DE,935.96,Completed,PayPal,Annual
bb038869-2aea-4c36-aade-6b28a3598823,69d00779-4fd5-4020-9ffc-2b940a63a204,6,2025-08-30,BR,1118.08,Completed,ACH,Annual
7f3df98f-4237-4e71-ad0b-e72a0cd002f3,30e9490d-fb34-42d2-b831-a2ef9efac646,8,2025-07-07,BR,1929.0,Completed,ACH,Annual
ca895826-a248-4c6e-901e-418c26d2cd4a,999e0427-90e3-4025-a167-3b52a6c923ad,4,2025-05-10,DE,836.93,Completed,PayPal,Annual
9c00aa82-faa7-4290-9e91-08eeb2b30343,ea6364f9-f5cb-470c-988a-686af7a078b1,8,2023-03-21,CA,323.57,Completed,Wire Transfer,Monthly
b0dce1a9-856e-41d1-bf5d-e724cb6f9cff,8f3618fd-bd0d-4fab-abaa-9ee8a092a2e1,6,2025-07-03,FR,116.63,Refunded,PayPal,Monthly
1c3f08d6-497e-4d77-8eae-fbfd466b5049,78eecc1d-fa4b-42e0-bb93-fcb7bd26f2e5,7,2024-12-11,BR,117.0,Refunded,Credit Card,Monthly
c56bd2ba-fd45-400e-9deb-a807aff7266b,d8dba1ae-f236-4fa0-a2ab-a22dcc020c30,7,2023-12-05,US,1293.68,Completed,Credit Card,Annual
3c3aab69-95e1-410a-a79d-b88e5e91e450,e0e1e11e-52cf-460a-a90e-306a72a67abd,7,2024-02-03,DE,184.91,Completed,ACH,Monthly
1990a3d9-de5e-4c58-9f9e-16c4991c8592,eed582cb-2304-48ad-99a2-4a32402e0169,1,2025-08-23,JP,257.9,Completed,ACH,Annual
899379d0-292f-4d23-8ae2-c577f7d19ee1,58c9b3d9-0752-48b3-9a44-e4835124faca,4,2024-05-14,JP,640.34,Completed,ACH,Annual
1124e869-0816-4e94-944f-c51b6b961241,7170f16e-98a1-4ec6-94c4-448e26e48cde,7,2023-12-11,DE,1390.59,Completed,PayPal,Annual
4fc07f51-133a-4bd9-9b82-7ee6a2c53a22,190eb3c3-b153-46ad-be02-6cfe2357b456,3,2025-10-01,IN,245.88,Completed,ACH,Monthly
f95b1a43-93db-4f87-b5df-8a024846005b,f644b19a-a3d3-4dce-b5a9-52a401365881,1,2023-03-27,JP,36.25,Refunded,ACH,Monthly
d8da1f61-553d-4cba-8495-c98e780b44a9,0cda8d14-174e-4226-9c7d-273108e2824d,1,2023-09-24,GB,30.9,Completed,ACH,Monthly
cffe7425-0b9d-451d-90e3-cb54f22df7c9,31c1550e-d703-49fd-ae63-d9d1dc198e62,6,2025-02-18,US,1191.35,Completed,ACH,Annual
aaf2f923-42a9-4c46-825c-10575e0a612b,09c9bc06-92ee-40d1-bfa8-79d5ee14c399,2,2024-04-26,ZA,39.86,Completed,Wire Transfer,Monthly
fe3717a9-6feb-4593-8d98-5204fea6bff8,20ae4d54-4c2b-4a0d-bf34-ced400a61696,2,2025-03-10,IN,72.03,Completed,Credit Card,Monthly
26a21141-a2eb-4033-87e8-873f8875916c,9ad44762-50fd-4098-81b0-8325cdbbf369,4,2025-05-09,US,64.33,Completed,PayPal,Monthly
03b07051-6d4d-4d34-aaa8-425a41d8c2c3,b80c9695-d309-463e-aaeb-dbbb4387512a,8,2024-11-16,DE,219.14,Completed,ACH,Monthly
887426e9-e717-4f7b-a384-3ea900499036,6e94ff62-2818-4b0d-9048-558b5f1ee8ef,5,2025-02-24,AU,157.68,Completed,PayPal,Monthly
7a10b962-a648-48f0-b5bd-83a9b348db98,8a4bf01b-87eb-4e03-ad0d-f4c7cd54484f,2,2024-08-15,CA,340.69,Completed,ACH,Annual
24804f46-9321-4c27-b635-bc019faf9095,8c7b5aeb-c6ec-4f7a-ac31-cd18eb4fef21,4,2023-03-19,DE,95.94,Completed,Credit Card,Monthly
db849f79-b0df-4e1f-abfd-342f795239e5,e261bc99-7fdb-4408-a765-81f20db4a8f0,5,2025-05-20,ZA,190.57,Completed,Credit Card,Monthly
70a66fae-2d42-4a38-8ef0-0281f39710cb,2619cd3d-b673-4802-958b-5edbcaf486c8,7,2024-11-08,IN,1161.63,Completed,Credit Card,Annual
0f26a2b0-4c9d-44e0-82b6-ac9c763df80b,d429837e-345c-41ff-b73b-a9c6116073ff,8,2023-04-19,GB,2335.49,Completed,ACH,Annual
4dbe719c-0fe4-4108-be84-f5f0b0e66b0e,71bc0f33-21c6-432a-89b8-c2473dbe28a9,3,2024-03-21,IN,1561.75,Completed,ACH,Annual
6e0277b5-1ea1-4e59-b29e-9ba340b363c6,1ad4592b-5702-48d2-88c6-32011a6e54d6,7,2025-04-25,CA,1438.3,Completed,Wire Transfer,Annual
ef9e722a-68ed-4f0f-b1e9-deec7fca24e4,8e67acea-3a17-4fb9-9404-5b9634f0ddb1,2,2023-10-13,DE,69.44,Completed,ACH,Monthly
56cbea4d-5f1c-46f8-80bb-8d2b70dca703,bb06718a-352d-4788-85a4-5e4bc5f38104,7,2023-12-11,CA,899.23,Completed,PayPal,Annual
69fb0424-8fe3-4e6e-8669-9958e83b16fb,1ddcc693-a584-48bb-b805-ac29bef4cda7,4,2023-12-30,JP,912.22,Completed,Wire Transfer,Annual
a0690838-1f59-47b6-a455-f36875b61ad1,b6481be2-096f-4f56-b82f-951ea6a2dd9a,5,2024-07-23,DE,120.26,Completed,Credit Card,Monthly
77a96f0a-eae8-4fd9-a387-60b5f6bbfd38,ffd0046c-cf24-48e0-a9eb-2ca5fc9a9789,7,2024-05-15,JP,153.33,Completed,ACH,Monthly
188e6ef0-652f-49a7-80aa-444b545228e3,abf442f8-15dc-41c4-bd95-ff68dccaf93c,8,2024-04-03,JP,337.41,Completed,Wire Transfer,Monthly
ce459f23-2530-4101-89ff-a8f0f5da395e,88ab32af-d868-4a4f-867c-403718c91627,7,2024-12-09,FR,1063.95,Completed,ACH,Annual
2949487d-db87-4df8-917d-49757e8c81f5,1f523e0d-f2e5-4024-bc11-1bb3b839a0ec,6,2024-03-11,JP,1260.27,Completed,Wire Transfer,Annual
fd12053f-2c08-4ec7-8767-cd0d202880ea,f2431701-5f51-485c-91b4-99eb71a382ad,8,2023-10-05,GB,252.64,Completed,Credit Card,Monthly
c7ca4dee-73e7-45ff-9fb2-a42dca4d0f12,9ab5c44b-63f7-499c-a52b-3aceaad830c1,4,2023-11-20,AU,69.81,Completed,PayPal,Monthly
21eed3e8-cc05-4252-8af2-3d8549b698af,ea75b1c3-69c4-489b-b397-a05a72595f72,8,2023-10-11,AU,2766.71,Completed,Credit Card,Annual
0cf015d8-f741-4817-811f-ab801d39dc56,d277ae90-59fc-4d3f-adb4-b3c2ba6de922,5,2023-08-21,ZA,1333.14,Completed,Credit Card,Annual
4d3bfec3-bbfd-45e1-a7a5-b25e242464c8,e26a8c41-efe4-4904-b8c5-c05e9df747f6,3,2023-10-08,FR,165.54,Completed,Wire Transfer,Monthly
bd72c0b1-b27e-4a75-8271-a50d6d96aca4,11fd780f-eab2-4e22-8ba9-ebcf51479b19,3,2024-10-15,DE,2381.5,Completed,Credit Card,Annual
fc9824b2-268a-404d-8894-1bb4be0d065f,80e669b0-a5d8-471a-a96a-e961a76a701a,5,2024-04-25,DE,1437.6,Completed,PayPal,Annual
60ed0804-ea0b-4688-9823-90dfd093ec3a,36f3147b-e71d-4cf1-bbb9-3440245542e6,5,2025-08-21,FR,209.08,Completed,Credit Card,Monthly
627dee65-4d99-491b-a980-9c68cd991326,ccc0f007-fd79-4631-9ed3-a8ff9b14a264,8,2023-03-17,US,299.77,Completed,PayPal,Monthly
de75e4f1-0f9a-46d6-8bbc-99202469395f,2b83d6a9-3457-4469-b456-22daefac6442,5,2023-03-29,FR,222.87,Completed,ACH,Monthly
cc1bb696-b5c4-4b57-a663-1d43961e0019,a2fb7241-41bb-44fa-90c1-a028d8795f25,4,2025-03-05,CA,782.84,Completed,ACH,Annual
c60bd753-7ca2-4efb-81a7-50837e833257,c19caa04-9937-442d-9f2c-abf86f5a73e3,7,2023-11-09,DE,154.55,Completed,Credit Card,Monthly
e3b5e686-0250-434f-b0ff-c513c69d964a,e7a94036-6ba4-4e81-b008-dcbfd8d92256,4,2023-09-28,IN,99.72,Completed,PayPal,Monthly
4fe0cf7e-0a9a-4f18-a3ab-f91973aac710,3e3dec39-2929-4859-8690-45da3049bf9f,2,2023-06-10,JP,333.98,Completed,ACH,Annual
b67492d8-7f2e-441f-92a3-58271d25151c,ff672ef4-faa7-4003-99a0-ba74f74028a2,1,2023-08-26,DE,246.91,Completed,ACH,Annual
678135ed-15d0-429d-aae4-5091daaa356c,ed1ed24d-83f2-4f43-a68a-5016fd4220ab,4,2025-08-04,GB,77.83,Completed,ACH,Monthly
15d45d78-b1c6-4a3c-99a5-0bc601ea67f1,b1ddf443-94f5-4d94-a571-766b78a8f03a,4,2024-10-25,AU,607.23,Completed,PayPal,Annual
836da7ae-be52-47c6-85d6-8e1c6e5bb837,c7947856-c05b-49a4-87fe-a1403a62ce5b,1,2023-06-19,ZA,333.97,Completed,ACH,Annual
cee3f9f7-9ab1-41ec-bbf6-0d2f6a65aa2d,cab37020-dc6c-4a5e-b9f7-628c49b1a74a,8,2024-12-06,BR,2143.73,Completed,Wire Transfer,Annual
5edfd9c4-4d3a-4b46-9f98-df3abffc6e9c,1401b6d9-14e6-4175-afcf-9a2d5821552f,8,2024-03-24,CA,213.22,Completed,ACH,Monthly
9890be60-b9eb-4ffd-9456-24936f9783fe,98f01082-eb6c-48fd-8aec-95fd12ca670f,5,2023-01-27,ZA,128.73,Completed,Wire Transfer,Monthly
145b7255-78e9-440b-97eb-b709b87065d4,88afe7f5-f228-486b-a59d-aeade540f1ac,1,2025-02-20,AU,327.69,Completed,ACH,Annual
b03cb148-ae9f-48fe-a81e-3cc08236c6f1,a906d2d7-afc5-422a-b116-4f0ccb258312,3,2024-08-22,IN,1869.31,Completed,Credit Card,Annual
c2e09798-47ad-4db1-bb55-cadc2bef55cf,5b04afb1-49fa-4f00-bcdd-d3e4ca1e5fdb,6,2024-02-23,BR,102.3,Completed,PayPal,Monthly
6192d37e-982c-4b5e-aaa5-16b351e3a39e,6f7ac0ed-9b96-4029-ae99-300bc2ebe4cd,7,2024-12-11,ZA,1257.5,Completed,Credit Card,Annual
dd1bbc75-7d13-42e3-91dd-f74176366f7a,f28377a2-da42-42d6-948a-4835be5ac2b9,2,2023-11-19,FR,47.86,Completed,ACH,Monthly
749b1383-6068-4444-beaf-5b28530c83e0,fef87941-21b3-4aa6-bdff-bfd9f7c1d433,1,2024-11-04,IN,347.21,Completed,ACH,Annual
73ca8823-b19d-4f10-9c7f-4279429aec55,ecff2c38-6d76-4aaa-8ee6-449d45e3c089,4,2024-06-14,DE,707.25,Completed,ACH,Annual
2e2891dd-ba59-49a8-9a9d-0d86815ddc23,bcbaa77c-d8b5-4f7b-bbea-2736974a425a,4,2023-10-01,ZA,795.36,Completed,ACH,Annual
1c317402-b48e-4ac6-833d-b5a211d87e01,e12964ee-fb31-4420-ac6f-d9c5dbc952e3,8,2023-05-05,FR,204.23,Completed,PayPal,Monthly
e759f785-6f4e-4fe2-baa3-76556a4759a7,0bef6e96-ce1c-4044-a29e-422fcf20563d,1,2024-07-19,DE,31.48,Completed,Credit Card,Monthly
aea54462-964c-4bf2-b3ac-427497538611,ea7e89f0-37e2-4cd3-81b2-26866aba8642,2,2024-10-25,GB,575.81,Completed,Wire Transfer,Annual
feb8437d-4602-4010-867a-d7f0c6ddef50,a12ac56a-92f1-4659-815b-ea2469404e94,5,2024-03-01,FR,1753.22,Completed,PayPal,Annual
35df7477-1e1f-4e0b-a240-9be5c5241828,08ea687d-d3f5-4f78-8eae-18ef563c2b08,3,2024-01-28,US,185.75,Completed,Credit Card,Monthly
65c4fcee-c939-4b72-9c92-58a22fe1d0f6,fc58e2f5-6e68-4dd3-aff4-928cd5dc1cf7,7,2023-12-15,AU,1594.28,Completed,Credit Card,Annual
b79807ec-0670-41f1-93e6-6c90a5cd34ef,497bf252-9972-4b0b-bf45-b6f1fb47f8db,5,2025-05-07,AU,1533.55,Completed,PayPal,Annual
2dae4ab6-0c30-4808-a031-1ee0c1be2ac6,558e41b5-be58-4654-a1e3-0aff5be9e751,8,2023-12-20,ZA,2185.73,Completed,ACH,Annual
526b7e28-c259-4f82-a86b-00416a3bceb4,3889de41-66d5-47f7-b267-b739d5792b9d,4,2025-10-01,ZA,865.06,Completed,PayPal,Annual
ff5c52a8-0062-4e73-aad5-b5a2a8498de4,c36cfce9-ec88-45e8-a0b7-1a5b65e3162b,1,2023-11-22,JP,325.7,Completed,ACH,Annual
1a14e4bd-3e64-4f95-adbf-0b9b6d02696a,7ef4dae7-fff9-48c6-a140-189d3ad27718,3,2024-05-22,FR,293.6,Completed,Wire Transfer,Monthly
7ef045be-3f2d-4c36-aa8c-72624bc7aa01,10df2df2-95da-4c50-91a3-c3247e86bc0f,8,2023-04-13,BR,2472.42,Completed,Credit Card,Annual
be648e1f-bd29-4714-a53f-d8baeca2d177,4bf68d45-007e-45b7-8b9f-4cb4f33dbc73,3,2024-02-24,CA,280.52,Completed,Credit Card,Monthly
a48b43ab-be84-4864-a5ff-13fdc1f2f2b4,063e7b09-152d-4ce4-94b7-33b31f661f7d,5,2023-12-13,DE,1565.75,Completed,Credit Card,Annual
34279262-71b7-40fd-8b52-f4506e771e4c,bb0abb85-8618-424c-a952-6348b9fd1b52,7,2025-09-04,CA,1120.25,Completed,Credit Card,Annual
